sjis_hex,glyph_index,sjis_char,kor_char
0x8d95,1802,黒,뱝
0x8d96,1803,獄,버
0x8d97,1804,漉,벅
0x8d98,1805,腰,번
0x8d99,1806,甑,벋
0x8d9a,1807,忽,벌
0x8d9b,1808,惚,벎
0x8d9c,1809,骨,범
0x8d9d,1810,狛,법
0x8d9e,1811,込,벗
0x8d9f,1812,此,벙
0x8da0,1813,頃,벚
0x8da1,1814,今,베
0x8da2,1815,困,벡
0x8da3,1816,坤,벤
0x8da4,1817,墾,벧
0x8da5,1818,婚,벨
0x8da6,1819,恨,벰
0x8da7,1820,懇,벱
0x8da8,1821,昏,벳
0x8da9,1822,昆,벴
0x8daa,1823,根,벵
0x8dab,1824,梱,벼
0x8dac,1825,混,벽
0x8dad,1826,痕,변
0x8dae,1827,紺,별
0x8daf,1828,艮,볍
0x8db0,1829,魂,볏
0x8db1,1830,些,볐
0x8db2,1831,佐,병
0x8db3,1832,叉,볕
0x8db4,1833,唆,볘
0x8db5,1834,嵯,볜
0x8db6,1835,左,보
0x8db7,1836,差,복
0x8db8,1837,査,볶
0x8db9,1838,沙,본
0x8dba,1839,瑳,볼
0x8dbb,1840,砂,봄
0x8dbc,1841,詐,봅
0x8dbd,1842,鎖,봇
0x8dbe,1843,裟,봉
0x8dbf,1844,坐,봐
0x8dc0,1845,座,봔
0x8dc1,1846,挫,봤
0x8dc2,1847,債,봬
0x8dc3,1848,催,뵀
0x8dc4,1849,再,뵈
0x8dc5,1850,最,뵉
0x8dc6,1851,哉,뵌
0x8dc7,1852,塞,뵐
0x8dc8,1853,妻,뵘
0x8dc9,1854,宰,뵙
0x8dca,1855,彩,뵤
0x8dcb,1856,才,뵨
0x8dcc,1857,採,부
0x8dcd,1858,栽,북
0x8dce,1859,歳,분
0x8dcf,1860,済,붇
0x8dd0,1861,災,불
0x8dd1,1862,采,붉
0x8dd2,1863,犀,붊
0x8dd3,1864,砕,붐
0x8dd4,1865,砦,붑
0x8dd5,1866,祭,붓
0x8dd6,1867,斎,붕
0x8dd7,1868,細,붙
0x8dd8,1869,菜,붚
0x8dd9,1870,裁,붜
0x8dda,1871,載,붤
0x8ddb,1872,際,붰
0x8ddc,1873,剤,붸
0x8ddd,1874,在,뷔
0x8dde,1875,材,뷕
0x8ddf,1876,罪,뷘
0x8de0,1877,財,뷜
0x8de1,1878,冴,뷩
0x8de2,1879,坂,뷰
0x8de3,1880,阪,뷴
0x8de4,1881,堺,뷸
0x8de5,1882,榊,븀
0x8de6,1883,肴,븃
0x8de7,1884,咲,븅
0x8de8,1885,崎,브
0x8de9,1886,埼,븍
0x8dea,1887,碕,븐
0x8deb,1888,鷺,블
0x8dec,1889,作,븜
0x8ded,1890,削,븝
0x8dee,1891,咋,븟
0x8def,1892,搾,비
0x8df0,1893,昨,빅
0x8df1,1894,朔,빈
0x8df2,1895,柵,빌
0x8df3,1896,窄,빎
0x8df4,1897,策,빔
0x8df5,1898,索,빕
0x8df6,1899,錯,빗
0x8df7,1900,桜,빙
0x8df8,1901,鮭,빚
0x8df9,1902,笹,빛
0x8dfa,1903,匙,빠
0x8dfb,1904,冊,빡
0x8dfc,1905,刷,빤
0x8e40,1906,察,빨
0x8e41,1907,拶,빪
0x8e42,1908,撮,빰
0x8e43,1909,擦,빱
0x8e44,1910,札,빳
0x8e45,1911,殺,빴
0x8e46,1912,薩,빵
0x8e47,1913,雑,빻
0x8e48,1914,皐,빼
0x8e49,1915,鯖,빽
0x8e4a,1916,捌,뺀
0x8e4b,1917,錆,뺄
0x8e4c,1918,鮫,뺌
0x8e4d,1919,皿,뺍
0x8e4e,1920,晒,뺏
0x8e4f,1921,三,뺐
0x8e50,1922,傘,뺑
0x8e51,1923,参,뺘
0x8e52,1924,山,뺙
0x8e53,1925,惨,뺨
0x8e54,1926,撒,뻐
0x8e55,1927,散,뻑
0x8e56,1928,桟,뻔
0x8e57,1929,燦,뻗
0x8e58,1930,珊,뻘
0x8e59,1931,産,뻠
0x8e5a,1932,算,뻣
0x8e5b,1933,纂,뻤
0x8e5c,1934,蚕,뻥
0x8e5d,1935,讃,뻬
0x8e5e,1936,賛,뼁
0x8e5f,1937,酸,뼈
0x8e60,1938,餐,뼉
0x8e61,1939,斬,뼘
0x8e62,1940,暫,뼙
0x8e63,1941,残,뼛
0x8e64,1942,仕,뼜
0x8e65,1943,仔,뼝
0x8e66,1944,伺,뽀
0x8e67,1945,使,뽁
0x8e68,1946,刺,뽄
0x8e69,1947,司,뽈
0x8e6a,1948,史,뽐
0x8e6b,1949,嗣,뽑
0x8e6c,1950,四,뽕
0x8e6d,1951,士,뾔
0x8e6e,1952,始,뾰
0x8e6f,1953,姉,뿅
0x8e70,1954,姿,뿌
0x8e71,1955,子,뿍
0x8e72,1956,屍,뿐
0x8e73,1957,市,뿔
0x8e74,1958,師,뿜
0x8e75,1959,志,뿟
0x8e76,1960,思,뿡
0x8e77,1961,指,쀼
0x8e78,1962,支,쁑
0x8e79,1963,孜,쁘
0x8e7a,1964,斯,쁜
0x8e7b,1965,施,쁠
0x8e7c,1966,旨,쁨
0x8e7d,1967,枝,쁩
0x8e7e,1968,止,삐
0x8e80,1969,死,삑
0x8e81,1970,氏,삔
0x8e82,1971,獅,삘
0x8e83,1972,祉,삠
0x8e84,1973,私,삡
0x8e85,1974,糸,삣
0x8e86,1975,紙,삥
0x8e87,1976,紫,사
0x8e88,1977,肢,삭
0x8e89,1978,脂,삯
0x8e8a,1979,至,산
0x8e8b,1980,視,삳
0x8e8c,1981,詞,살
0x8e8d,1982,詩,삵
0x8e8e,1983,試,삶
0x8e8f,1984,誌,삼
0x8e90,1985,諮,삽
0x8e91,1986,資,삿
0x8e92,1987,賜,샀
0x8e93,1988,雌,상
0x8e94,1989,飼,샅
0x8e95,1990,歯,새
0x8e96,1991,事,색
0x8e97,1992,似,샌
0x8e98,1993,侍,샐
0x8e99,1994,児,샘
0x8e9a,1995,字,샙
0x8e9b,1996,寺,샛
0x8e9c,1997,慈,샜
0x8e9d,1998,持,생
0x8e9e,1999,時,샤
0x8e9f,2000,次,샥
0x8ea0,2001,滋,샨
0x8ea1,2002,治,샬
0x8ea2,2003,爾,샴
0x8ea3,2004,璽,샵
0x8ea4,2005,痔,샷
0x8ea5,2006,磁,샹
0x8ea6,2007,示,섀
0x8ea7,2008,而,섄
0x8ea8,2009,耳,섈
0x8ea9,2010,自,섐
0x8eaa,2011,蒔,섕
0x8eab,2012,辞,서
0x8eac,2013,汐,석
0x8ead,2014,鹿,섞
0x8eae,2015,式,섟
0x8eaf,2016,識,선
0x8eb0,2017,鴫,섣
0x8eb1,2018,竺,설
0x8eb2,2019,軸,섦
0x8eb3,2020,宍,섧
0x8eb4,2021,雫,섬
0x8eb5,2022,七,섭
0x8eb6,2023,叱,섯
0x8eb7,2024,執,섰
0x8eb8,2025,失,성
0x8eb9,2026,嫉,섶
0x8eba,2027,室,세
0x8ebb,2028,悉,섹
0x8ebc,2029,湿,센
0x8ebd,2030,漆,셀
0x8ebe,2031,疾,셈
0x8ebf,2032,質,셉
0x8ec0,2033,実,셋
0x8ec1,2034,蔀,셌
0x8ec2,2035,篠,셍
0x8ec3,2036,偲,셔
0x8ec4,2037,柴,셕
0x8ec5,2038,芝,션
0x8ec6,2039,屡,셜
0x8ec7,2040,蕊,셤
0x8ec8,2041,縞,셥
0x8ec9,2042,舎,셧
0x8eca,2043,写,셨
0x8ecb,2044,射,셩
0x8ecc,2045,捨,셰
0x8ecd,2046,赦,셴
0x8ece,2047,斜,셸
0x8ecf,2048,煮,솅
0x8ed0,2049,社,소
0x8ed1,2050,紗,속
0x8ed2,2051,者,솎
0x8ed3,2052,謝,손
0x8ed4,2053,車,솔
0x8ed5,2054,遮,솖
0x8ed6,2055,蛇,솜
0x8ed7,2056,邪,솝
0x8ed8,2057,借,솟
0x8ed9,2058,勺,송
0x8eda,2059,尺,솥
0x8edb,2060,杓,솨
0x8edc,2061,灼,솩
0x8edd,2062,爵,솬
0x8ede,2063,酌,솰
0x8edf,2064,釈,솽
0x8ee0,2065,錫,쇄
0x8ee1,2066,若,쇈
0x8ee2,2067,寂,쇌
0x8ee3,2068,弱,쇔
0x8ee4,2069,惹,쇗
0x8ee5,2070,主,쇘
0x8ee6,2071,取,쇠
0x8ee7,2072,守,쇤
0x8ee8,2073,手,쇨
0x8ee9,2074,朱,쇰
0x8eea,2075,殊,쇱
0x8eeb,2076,狩,쇳
0x8eec,2077,珠,쇼
0x8eed,2078,種,쇽
0x8eee,2079,腫,숀
0x8eef,2080,趣,숄
0x8ef0,2081,酒,숌
0x8ef1,2082,首,숍
0x8ef2,2083,儒,숏
0x8ef3,2084,受,숑
0x8ef4,2085,呪,수
0x8ef5,2086,寿,숙
0x8ef6,2087,授,순
0x8ef7,2088,樹,숟
0x8ef8,2089,綬,술
0x8ef9,2090,需,숨
0x8efa,2091,囚,숩
0x8efb,2092,収,숫
0x8efc,2093,周,숭
0x8f40,2094,宗,숯
0x8f41,2095,就,숱
0x8f42,2096,州,숲
0x8f43,2097,修,숴
0x8f44,2098,愁,쉈
0x8f45,2099,拾,쉐
0x8f46,2100,洲,쉑
0x8f47,2101,秀,쉔
0x8f48,2102,秋,쉘
0x8f49,2103,終,쉠
0x8f4a,2104,繍,쉥
0x8f4b,2105,習,쉬
0x8f4c,2106,臭,쉭
0x8f4d,2107,舟,쉰
0x8f4e,2108,蒐,쉴
0x8f4f,2109,衆,쉼
0x8f50,2110,襲,쉽
0x8f51,2111,讐,쉿
0x8f52,2112,蹴,슁
0x8f53,2113,輯,슈
0x8f54,2114,週,슉
0x8f55,2115,酋,슐
0x8f56,2116,酬,슘
0x8f57,2117,集,슛
0x8f58,2118,醜,슝
0x8f59,2119,什,스
0x8f5a,2120,住,슥
0x8f5b,2121,充,슨
0x8f5c,2122,十,슬
0x8f5d,2123,従,슭
0x8f5e,2124,戎,슴
0x8f5f,2125,柔,습
0x8f60,2126,汁,슷
0x8f61,2127,渋,승
0x8f62,2128,獣,시
0x8f63,2129,縦,식
0x8f64,2130,重,신
0x8f65,2131,銃,싣
0x8f66,2132,叔,실
0x8f67,2133,夙,싫
0x8f68,2134,宿,심
0x8f69,2135,淑,십
0x8f6a,2136,祝,싯
0x8f6b,2137,縮,싱
0x8f6c,2138,粛,싶
0x8f6d,2139,塾,싸
0x8f6e,2140,熟,싹
0x8f6f,2141,出,싻
0x8f70,2142,術,싼
0x8f71,2143,述,쌀
0x8f72,2144,俊,쌈
0x8f73,2145,峻,쌉
0x8f74,2146,春,쌌
0x8f75,2147,瞬,쌍
0x8f76,2148,竣,쌓
0x8f77,2149,舜,쌔
0x8f78,2150,駿,쌕
0x8f79,2151,准,쌘
0x8f7a,2152,循,쌜
0x8f7b,2153,旬,쌤
0x8f7c,2154,楯,쌥
0x8f7d,2155,殉,쌨
0x8f7e,2156,淳,쌩
0x8f80,2157,準,썅
0x8f81,2158,潤,써
0x8f82,2159,盾,썩
0x8f83,2160,純,썬
0x8f84,2161,巡,썰
0x8f85,2162,遵,썲
0x8f86,2163,醇,썸
0x8f87,2164,順,썹
0x8f88,2165,処,썼
0x8f89,2166,初,썽
0x8f8a,2167,所,쎄
0x8f8b,2168,暑,쎈
0x8f8c,2169,曙,쎌
0x8f8d,2170,渚,쏀
0x8f8e,2171,庶,쏘
0x8f8f,2172,緒,쏙
0x8f90,2173,署,쏜
0x8f91,2174,書,쏟
0x8f92,2175,薯,쏠
0x8f93,2176,藷,쏢
0x8f94,2177,諸,쏨
0x8f95,2178,助,쏩
0x8f96,2179,叙,쏭
0x8f97,2180,女,쏴
0x8f98,2181,序,쏵
0x8f99,2182,徐,쏸
0x8f9a,2183,恕,쐈
0x8f9b,2184,鋤,쐐
0x8f9c,2185,除,쐤
0x8f9d,2186,傷,쐬
0x8f9e,2187,償,쐰
0x8f9f,2188,勝,쐴
0x8fa0,2189,匠,쐼
0x8fa1,2190,升,쐽
0x8fa2,2191,召,쑈
0x8fa3,2192,哨,쑤
0x8fa4,2193,商,쑥
0x8fa5,2194,唱,쑨
0x8fa6,2195,嘗,쑬
0x8fa7,2196,奨,쑴
0x8fa8,2197,妾,쑵
0x8fa9,2198,娼,쑹
0x8faa,2199,宵,쒀
0x8fab,2200,将,쒔
0x8fac,2201,小,쒜
0x8fad,2202,少,쒸
0x8fae,2203,尚,쒼
0x8faf,2204,庄,쓩
0x8fb0,2205,床,쓰
0x8fb1,2206,廠,쓱
0x8fb2,2207,彰,쓴
0x8fb3,2208,承,쓸
0x8fb4,2209,抄,쓺
0x8fb5,2210,招,쓿
0x8fb6,2211,掌,씀
0x8fb7,2212,捷,씁
0x8fb8,2213,昇,씌
0x8fb9,2214,昌,씐
0x8fba,2215,昭,씔
0x8fbb,2216,晶,씜
0x8fbc,2217,松,씨
0x8fbd,2218,梢,씩
0x8fbe,2219,樟,씬
0x8fbf,2220,樵,씰
0x8fc0,2221,沼,씸
0x8fc1,2222,消,씹
0x8fc2,2223,渉,씻
0x8fc3,2224,湘,씽
0x8fc4,2225,焼,아
0x8fc5,2226,焦,악
0x8fc6,2227,照,안
0x8fc7,2228,症,앉
0x8fc8,2229,省,않
0x8fc9,2230,硝,알
0x8fca,2231,礁,앍
0x8fcb,2232,祥,앎
0x8fcc,2233,称,앓
0x8fcd,2234,章,암
0x8fce,2235,笑,압
0x8fcf,2236,粧,앗
0x8fd0,2237,紹,았
0x8fd1,2238,肖,앙
0x8fd2,2239,菖,앝
0x8fd3,2240,蒋,앞
0x8fd4,2241,蕉,애
0x8fd5,2242,衝,액
0x8fd6,2243,裳,앤
0x8fd7,2244,訟,앨
0x8fd8,2245,証,앰
0x8fd9,2246,詔,앱
0x8fda,2247,詳,앳
0x8fdb,2248,象,앴
0x8fdc,2249,賞,앵
0x8fdd,2250,醤,야
0x8fde,2251,鉦,약
0x8fdf,2252,鍾,얀
0x8fe0,2253,鐘,얄
0x8fe1,2254,障,얇
0x8fe2,2255,鞘,얌
0x8fe3,2256,上,얍
0x8fe4,2257,丈,얏
0x8fe5,2258,丞,양
0x8fe6,2259,乗,얕
0x8fe7,2260,冗,얗
0x8fe8,2261,剰,얘
0x8fe9,2262,城,얜
0x8fea,2263,場,얠
0x8feb,2264,壌,얩
0x8fec,2265,嬢,어
0x8fed,2266,常,억
0x8fee,2267,情,언
0x8fef,2268,擾,얹
0x8ff0,2269,条,얻
0x8ff1,2270,杖,얼
0x8ff2,2271,浄,얽
0x8ff3,2272,状,얾
0x8ff4,2273,畳,엄
0x8ff5,2274,穣,업
0x8ff6,2275,蒸,없
0x8ff7,2276,譲,엇
0x8ff8,2277,醸,었
0x8ff9,2278,錠,엉
0x8ffa,2279,嘱,엊
0x8ffb,2280,埴,엌
0x8ffc,2281,飾,엎
0x9040,2282,拭,에
0x9041,2283,植,엑
0x9042,2284,殖,엔
0x9043,2285,燭,엘
0x9044,2286,織,엠
0x9045,2287,職,엡
0x9046,2288,色,엣
0x9047,2289,触,엥
0x9048,2290,食,여
0x9049,2291,蝕,역
0x904a,2292,辱,엮
0x904b,2293,尻,연
0x904c,2294,伸,열
0x904d,2295,信,엶
0x904e,2296,侵,엷
0x904f,2297,唇,염
0x9050,2298,娠,엽
0x9051,2299,寝,엾
0x9052,2300,審,엿
0x9053,2301,心,였
0x9054,2302,慎,영
0x9055,2303,振,옅
0x9056,2304,新,옆
0x9057,2305,晋,옇
0x9058,2306,森,예
0x9059,2307,榛,옌
0x905a,2308,浸,옐
0x905b,2309,深,옘
0x905c,2310,申,옙
0x905d,2311,疹,옛
0x905e,2312,真,옜
0x905f,2313,神,오
0x9060,2314,秦,옥
0x9061,2315,紳,온
0x9062,2316,臣,올
0x9063,2317,芯,옭
0x9064,2318,薪,옮
0x9065,2319,親,옰
0x9066,2320,診,옳
0x9067,2321,身,옴
0x9068,2322,辛,옵
0x9069,2323,進,옷
0x906a,2324,針,옹
0x906b,2325,震,옻
0x906c,2326,人,와
0x906d,2327,仁,왁
0x906e,2328,刃,완
0x906f,2329,塵,왈
0x9070,2330,壬,왐
0x9071,2331,尋,왑
0x9072,2332,甚,왓
0x9073,2333,尽,왔
0x9074,2334,腎,왕
0x9075,2335,訊,왜
0x9076,2336,迅,왝
0x9077,2337,陣,왠
0x9078,2338,靭,왬
0x9079,2339,笥,왯
0x907a,2340,諏,왱
0x907b,2341,須,외
0x907c,2342,酢,왹
0x907d,2343,図,왼
0x907e,2344,厨,욀
0x9080,2345,逗,욈
0x9081,2346,吹,욉
0x9082,2347,垂,욋
0x9083,2348,帥,욍
0x9084,2349,推,요
0x9085,2350,水,욕
0x9086,2351,炊,욘
0x9087,2352,睡,욜
0x9088,2353,粋,욤
0x9089,2354,翠,욥
0x908a,2355,衰,욧
0x908b,2356,遂,용
0x908c,2357,酔,우
0x908d,2358,錐,욱
0x908e,2359,錘,운
0x908f,2360,随,울
0x9090,2361,瑞,욹
0x9091,2362,髄,욺
0x9092,2363,崇,움
0x9093,2364,嵩,웁
0x9094,2365,数,웃
0x9095,2366,枢,웅
0x9096,2367,趨,워
0x9097,2368,雛,웍
0x9098,2369,据,원
0x9099,2370,杉,월
0x909a,2371,椙,웜
0x909b,2372,菅,웝
0x909c,2373,頗,웠
0x909d,2374,雀,웡
0x909e,2375,裾,웨
0x909f,2376,澄,웩
0x90a0,2377,摺,웬
0x90a1,2378,寸,웰
0x90a2,2379,世,웸
0x90a3,2380,瀬,웹
0x90a4,2381,畝,웽
0x90a5,2382,是,위
0x90a6,2383,凄,윅
0x90a7,2384,制,윈
0x90a8,2385,勢,윌
0x90a9,2386,姓,윔
0x90aa,2387,征,윕
0x90ab,2388,性,윗
0x90ac,2389,成,윙
0x90ad,2390,政,유
0x90ae,2391,整,육
0x90af,2392,星,윤
0x90b0,2393,晴,율
0x90b1,2394,棲,윰
0x90b2,2395,栖,윱
0x90b3,2396,正,윳
0x90b4,2397,清,융
0x90b5,2398,牲,윷
0x90b6,2399,生,으
0x90b7,2400,盛,윽
0x90b8,2401,精,은
0x90b9,2402,聖,을
0x90ba,2403,声,읊
0x90bb,2404,製,음
0x90bc,2405,西,읍
0x90bd,2406,誠,읏
0x90be,2407,誓,응
0x90bf,2408,請,읒
0x90c0,2409,逝,읓
0x90c1,2410,醒,읔
0x90c2,2411,青,읕
0x90c3,2412,静,읖
0x90c4,2413,斉,읗
0x90c5,2414,税,의
0x90c6,2415,脆,읜
0x90c7,2416,隻,읠
0x90c8,2417,席,읨
0x90c9,2418,惜,읫
0x90ca,2419,戚,이
0x90cb,2420,斥,익
0x90cc,2421,昔,인
0x90cd,2422,析,일
0x90ce,2423,石,읽
0x90cf,2424,積,읾
0x90d0,2425,籍,잃
0x90d1,2426,績,임
0x90d2,2427,脊,입
0x90d3,2428,責,잇
0x90d4,2429,赤,있
0x90d5,2430,跡,잉
0x90d6,2431,蹟,잊
0x90d7,2432,碩,잎
0x90d8,2433,切,자
0x90d9,2434,拙,작
0x90da,2435,接,잔
0x90db,2436,摂,잖
0x90dc,2437,折,잗
0x90dd,2438,設,잘
0x90de,2439,窃,잚
0x90df,2440,節,잠
0x90e0,2441,説,잡
0x90e1,2442,雪,잣
0x90e2,2443,絶,잤
0x90e3,2444,舌,장
0x90e4,2445,蝉,잦
0x90e5,2446,仙,재
0x90e6,2447,先,잭
0x90e7,2448,千,잰
0x90e8,2449,占,잴
0x90e9,2450,宣,잼
0x90ea,2451,専,잽
0x90eb,2452,尖,잿
0x90ec,2453,川,쟀
0x90ed,2454,戦,쟁
0x90ee,2455,扇,쟈
0x90ef,2456,撰,쟉
0x90f0,2457,栓,쟌
0x90f1,2458,栴,쟎
0x90f2,2459,泉,쟐
0x90f3,2460,浅,쟘
0x90f4,2461,洗,쟝
0x90f5,2462,染,쟤
0x90f6,2463,潜,쟨
0x90f7,2464,煎,쟬
0x90f8,2465,煽,저
0x90f9,2466,旋,적
0x90fa,2467,穿,전
0x90fb,2468,箭,절
0x90fc,2469,線,젊
0x9140,2470,繊,점
0x9141,2471,羨,접
0x9142,2472,腺,젓
0x9143,2473,舛,정
0x9144,2474,船,젖
0x9145,2475,薦,제
0x9146,2476,詮,젝
0x9147,2477,賎,젠
0x9148,2478,践,젤
0x9149,2479,選,젬
0x914a,2480,遷,젭
0x914b,2481,銭,젯
0x914c,2482,銑,젱
0x914d,2483,閃,져
0x914e,2484,鮮,젼
0x914f,2485,前,졀
0x9150,2486,善,졈
0x9151,2487,漸,졉
0x9152,2488,然,졌
0x9153,2489,全,졍
0x9154,2490,禅,졔
0x9155,2491,繕,조
0x9156,2492,膳,족
0x9157,2493,糎,존
0x9158,2494,噌,졸
0x9159,2495,塑,졺
0x915a,2496,岨,좀
0x915b,2497,措,좁
0x915c,2498,曾,좃
0x915d,2499,曽,종
0x915e,2500,楚,좆
0x915f,2501,狙,좇
0x9160,2502,疏,좋
0x9161,2503,疎,좌
0x9162,2504,礎,좍
0x9163,2505,祖,좔
0x9164,2506,租,좝
0x9165,2507,粗,좟
0x9166,2508,素,좡
0x9167,2509,組,좨
0x9168,2510,蘇,좼
0x9169,2511,訴,좽
0x916a,2512,阻,죄
0x916b,2513,遡,죈
0x916c,2514,鼠,죌
0x916d,2515,僧,죔
0x916e,2516,創,죕
0x916f,2517,双,죗
0x9170,2518,叢,죙
0x9171,2519,倉,죠
0x9172,2520,喪,죡
0x9173,2521,壮,죤
0x9174,2522,奏,죵
0x9175,2523,爽,주
0x9176,2524,宋,죽
0x9177,2525,層,준
0x9178,2526,匝,줄
0x9179,2527,惣,줅
0x917a,2528,想,줆
0x917b,2529,捜,줌
0x917c,2530,掃,줍
0x917d,2531,挿,줏
0x917e,2532,掻,중
0x9180,2533,操,줘
0x9181,2534,早,줬
0x9182,2535,曹,줴
0x9183,2536,巣,쥐
0x9184,2537,槍,쥑
0x9185,2538,槽,쥔
0x9186,2539,漕,쥘
0x9187,2540,燥,쥠
0x9188,2541,争,쥡
0x9189,2542,痩,쥣
0x918a,2543,相,쥬
0x918b,2544,窓,쥰
0x918c,2545,糟,쥴
0x918d,2546,総,쥼
0x918e,2547,綜,즈
0x918f,2548,聡,즉
0x9190,2549,草,즌
0x9191,2550,荘,즐
0x9192,2551,葬,즘
0x9193,2552,蒼,즙
0x9194,2553,藻,즛
0x9195,2554,装,증
0x9196,2555,走,지
0x9197,2556,送,직
0x9198,2557,遭,진
0x9199,2558,鎗,짇
0x919a,2559,霜,질
0x919b,2560,騒,짊
0x919c,2561,像,짐
0x919d,2562,増,집
0x919e,2563,憎,짓
0x919f,2564,臓,징
0x91a0,2565,蔵,짖
0x91a1,2566,贈,짙
0x91a2,2567,造,짚
0x91a3,2568,促,짜
0x91a4,2569,側,짝
0x91a5,2570,則,짠
0x91a6,2571,即,짢
0x91a7,2572,息,짤
0x91a8,2573,捉,짧
0x91a9,2574,束,짬
0x91aa,2575,測,짭
0x91ab,2576,足,짯
0x91ac,2577,速,짰
0x91ad,2578,俗,짱
0x91ae,2579,属,째
0x91af,2580,賊,짹
0x91b0,2581,族,짼
0x91b1,2582,続,쨀
0x91b2,2583,卒,쨈
0x91b3,2584,袖,쨉
0x91b4,2585,其,쨋
0x91b5,2586,揃,쨌
0x91b6,2587,存,쨍
0x91b7,2588,孫,쨔
0x91b8,2589,尊,쨘
0x91b9,2590,損,쨩
0x91ba,2591,村,쩌
0x91bb,2592,遜,쩍
0x91bc,2593,他,쩐
0x91bd,2594,多,쩔
0x91be,2595,太,쩜
0x91bf,2596,汰,쩝
0x91c0,2597,詑,쩟
0x91c1,2598,唾,쩠
0x91c2,2599,堕,쩡
0x91c3,2600,妥,쩨
0x91c4,2601,惰,쩽
0x91c5,2602,打,쪄
0x91c6,2603,柁,쪘
0x91c7,2604,舵,쪼
0x91c8,2605,楕,쪽
0x91c9,2606,陀,쫀
0x91ca,2607,駄,쫄
0x91cb,2608,騨,쫌
0x91cc,2609,体,쫍
0x91cd,2610,堆,쫏
0x91ce,2611,対,쫑
0x91cf,2612,耐,쫓
0x91d0,2613,岱,쫘
0x91d1,2614,帯,쫙
0x91d2,2615,待,쫠
0x91d3,2616,怠,쫬
0x91d4,2617,態,쫴
0x91d5,2618,戴,쬈
0x91d6,2619,替,쬐
0x91d7,2620,泰,쬔
0x91d8,2621,滞,쬘
0x91d9,2622,胎,쬠
0x91da,2623,腿,쬡
0x91db,2624,苔,쭁
0x91dc,2625,袋,쭈
0x91dd,2626,貸,쭉
0x91de,2627,退,쭌
0x91df,2628,逮,쭐
0x91e0,2629,隊,쭘
0x91e1,2630,黛,쭙
0x91e2,2631,鯛,쭝
0x91e3,2632,代,쭤
0x91e4,2633,台,쭸
0x91e5,2634,大,쭹
0x91e6,2635,第,쮜
0x91e7,2636,醍,쮸
0x91e8,2637,題,쯔
0x91e9,2638,鷹,쯤
0x91ea,2639,滝,쯧
0x91eb,2640,瀧,쯩
0x91ec,2641,卓,찌
0x91ed,2642,啄,찍
0x91ee,2643,宅,찐
0x91ef,2644,托,찔
0x91f0,2645,択,찜
0x91f1,2646,拓,찝
0x91f2,2647,沢,찡
0x91f3,2648,濯,찢
0x91f4,2649,琢,찧
0x91f5,2650,託,차
0x91f6,2651,鐸,착
0x91f7,2652,濁,찬
0x91f8,2653,諾,찮
0x91f9,2654,茸,찰
0x91fa,2655,凧,참
0x91fb,2656,蛸,찹
0x91fc,2657,只,찻
0x9240,2658,叩,찼
0x9241,2659,但,창
0x9242,2660,達,찾
0x9243,2661,辰,채
0x9244,2662,奪,책
0x9245,2663,脱,챈
0x9246,2664,巽,챌
0x9247,2665,竪,챔
0x9248,2666,辿,챕
0x9249,2667,棚,챗
0x924a,2668,谷,챘
0x924b,2669,狸,챙
0x924c,2670,鱈,챠
0x924d,2671,樽,챤
0x924e,2672,誰,챦
0x924f,2673,丹,챨
0x9250,2674,単,챰
0x9251,2675,嘆,챵
0x9252,2676,坦,처
0x9253,2677,担,척
0x9254,2678,探,천
0x9255,2679,旦,철
0x9256,2680,歎,첨
0x9257,2681,淡,첩
0x9258,2682,湛,첫
0x9259,2683,炭,첬
0x925a,2684,短,청
0x925b,2685,端,체
0x925c,2686,箪,첵
0x925d,2687,綻,첸
0x925e,2688,耽,첼
0x925f,2689,胆,쳄
0x9260,2690,蛋,쳅
0x9261,2691,誕,쳇
0x9262,2692,鍛,쳉
0x9263,2693,団,쳐
0x9264,2694,壇,쳔
0x9265,2695,弾,쳤
0x9266,2696,断,쳬
0x9267,2697,暖,쳰
0x9268,2698,檀,촁
0x9269,2699,段,초
0x926a,2700,男,촉
0x926b,2701,談,촌
0x926c,2702,値,촐
0x926d,2703,知,촘
0x926e,2704,地,촙
0x926f,2705,弛,촛
0x9270,2706,恥,총
0x9271,2707,智,촤
0x9272,2708,池,촨
0x9273,2709,痴,촬
0x9274,2710,稚,촹
0x9275,2711,置,최
0x9276,2712,致,쵠
0x9277,2713,蜘,쵤
0x9278,2714,遅,쵬
0x9279,2715,馳,쵭
0x927a,2716,築,쵯
0x927b,2717,畜,쵱
0x927c,2718,竹,쵸
0x927d,2719,筑,춈
0x927e,2720,蓄,추
0x9280,2721,逐,축
0x9281,2722,秩,춘
0x9282,2723,窒,출
0x9283,2724,茶,춤
0x9284,2725,嫡,춥
0x9285,2726,着,춧
0x9286,2727,中,충
0x9287,2728,仲,춰
0x9288,2729,宙,췄
0x9289,2730,忠,췌
0x928a,2731,抽,췐
0x928b,2732,昼,취
0x928c,2733,柱,췬
0x928d,2734,注,췰
0x928e,2735,虫,췸
0x928f,2736,衷,췹
0x9290,2737,註,췻
0x9291,2738,酎,췽
0x9292,2739,鋳,츄
0x9293,2740,駐,츈
0x9294,2741,樗,츌
0x9295,2742,瀦,츔
0x9296,2743,猪,츙
0x9297,2744,苧,츠
0x9298,2745,著,측
